13.715000,2.430000,6.574000,13.605000,36.324,38.916698
10.813000,13.975000,9.776000,11.034000,45.598,62.920143
11.346000,8.580000,10.386000,11.365000,41.677,41.402599
6.302000,8.743000,10.995000,6.305000,32.345,43.057392
8.723000,7.413000,10.532000,8.725000,35.393,41.263683
4.393000,5.216000,11.480000,4.397000,25.485999999999997,28.911560
4.685000,4.158000,7.981000,4.810000,21.633999999999997,21.984980
8.998000,11.174000,16.069000,9.006000,45.247,51.862747
6.178000,6.711000,8.653000,6.175000,27.717000000000002,33.750130
15.337000,2.232000,6.562000,15.338000,39.469,48.499523
15.369000,18.125999,14.372000,15.387000,63.253999,89.936554
11.283000,8.613000,10.442000,11.289000,41.627,49.845600
11.360000,13.179000,15.257996,11.355000,51.151996,63.103500
8.746000,7.326000,10.474000,8.747000,35.293,40.950741
8.728000,9.567000,15.560974,8.723000,42.578974,49.868481
4.466000,3.994000,7.832000,4.461000,20.753,21.255869
8.828000,11.358000,18.343000,8.831000,47.36,53.796349
6.173000,6.648000,8.635000,6.160000,27.616,33.625340
